X,Y,l1_leaf_types,l2_genus,l3_species
393435.0475,5817741.252,needleleaf,douglas fir,douglas fir
445932.3957,5858182.285,needleleaf,douglas fir,douglas fir
489946.724,5863874.355,needleleaf,douglas fir,douglas fir
407252.1183,5925773.391,needleleaf,douglas fir,douglas fir
505282.9547,5902882.734,needleleaf,douglas fir,douglas fir
392416.6436,5801600.466,needleleaf,douglas fir,douglas fir
473121.7205,5863037.399,needleleaf,douglas fir,douglas fir
451409.7101,5874125.767,needleleaf,douglas fir,douglas fir
428907.8964,5861510.337,needleleaf,douglas fir,douglas fir
424413.3538,5863013.431,needleleaf,douglas fir,douglas fir
513658.4793,5907107.511,needleleaf,douglas fir,douglas fir
473068.3786,5864455.003,needleleaf,douglas fir,douglas fir
450282.5083,5875106.843,needleleaf,douglas fir,douglas fir
477996.1474,5855415.595,needleleaf,douglas fir,douglas fir
440646.9193,5911577.152,needleleaf,douglas fir,douglas fir
425171.1659,5931297.117,needleleaf,douglas fir,douglas fir
415907.6508,5828133.453,needleleaf,douglas fir,douglas fir
451213.1689,5876715.601,needleleaf,douglas fir,douglas fir
490548.1616,5862410.808,needleleaf,douglas fir,douglas fir
452939.3457,5875795.965,needleleaf,douglas fir,douglas fir
441990.4201,5912827.973,needleleaf,douglas fir,douglas fir
441689.0825,5863776.322,needleleaf,douglas fir,douglas fir
433905.2637,5816131.101,needleleaf,douglas fir,douglas fir
427082.7361,5865495.127,needleleaf,douglas fir,douglas fir
396421.8365,5930968.538,needleleaf,douglas fir,douglas fir
444975.3578,5876430.597,needleleaf,douglas fir,douglas fir
413415.4028,5928078.893,needleleaf,douglas fir,douglas fir
412863.2921,5829535.957,needleleaf,douglas fir,douglas fir
492334.0711,5853631.197,needleleaf,douglas fir,douglas fir
482657.3039,5865335.143,needleleaf,douglas fir,douglas fir
451027.8102,5873963.176,needleleaf,douglas fir,douglas fir
427980.3305,5860672.107,needleleaf,douglas fir,douglas fir
434474.4279,5859192.326,needleleaf,douglas fir,douglas fir
515128.1443,5896835.058,needleleaf,douglas fir,douglas fir
442531.9658,5861660.231,needleleaf,douglas fir,douglas fir
428677.6398,5860618.342,needleleaf,douglas fir,douglas fir
421215.3007,5844429.696,needleleaf,douglas fir,douglas fir
429005.6479,5861209.528,needleleaf,douglas fir,douglas fir
420711.6023,5818264.837,needleleaf,douglas fir,douglas fir
473943.4652,5866221.972,needleleaf,douglas fir,douglas fir
442132.1912,5863308.736,needleleaf,douglas fir,douglas fir
422525.8199,5812533.044,needleleaf,douglas fir,douglas fir
436158.92,5860585.96,needleleaf,douglas fir,douglas fir
415653.0701,5824710.655,needleleaf,douglas fir,douglas fir
474057.0325,5863903.794,needleleaf,douglas fir,douglas fir
515603.6898,5890023.213,needleleaf,douglas fir,douglas fir
427253.3134,5863900.155,needleleaf,douglas fir,douglas fir
454759.2416,5882939.649,needleleaf,douglas fir,douglas fir
424267.8749,5863648.249,needleleaf,douglas fir,douglas fir
444086.7392,5862775.032,needleleaf,douglas fir,douglas fir
510931.9541,5894279.423,needleleaf,douglas fir,douglas fir
381080.2727,5812271.693,needleleaf,douglas fir,douglas fir
422180.3618,5890122.613,needleleaf,douglas fir,douglas fir
446267.2964,5876540.844,needleleaf,douglas fir,douglas fir
463142.3126,5872427.363,needleleaf,douglas fir,douglas fir
421867.6691,5890777.247,needleleaf,douglas fir,douglas fir
420369.542,5843312.623,needleleaf,douglas fir,douglas fir
429038.6715,5862086.116,needleleaf,douglas fir,douglas fir
429224.1751,5865701.904,needleleaf,douglas fir,douglas fir
490560.7746,5862463.986,needleleaf,douglas fir,douglas fir
424211.1935,5863612.513,needleleaf,douglas fir,douglas fir
404447.075,5925679.407,needleleaf,douglas fir,douglas fir
436221.7305,5860565.837,needleleaf,douglas fir,douglas fir
425939.6559,5863781.42,needleleaf,douglas fir,douglas fir
499081.238,5929233.306,needleleaf,douglas fir,douglas fir
511757.2899,5894063.613,needleleaf,douglas fir,douglas fir
475821.7545,5904204.471,needleleaf,douglas fir,douglas fir
423931.7273,5862642.45,needleleaf,douglas fir,douglas fir
417766.6404,5819616.835,needleleaf,douglas fir,douglas fir
429025.3437,5860954.264,needleleaf,douglas fir,douglas fir
514461.2515,5892087.989,needleleaf,douglas fir,douglas fir
505263.2227,5902924.391,needleleaf,douglas fir,douglas fir
442492.1109,5876610.947,needleleaf,douglas fir,douglas fir
424366.6875,5870301.361,needleleaf,douglas fir,douglas fir
426386.6525,5865980.871,needleleaf,douglas fir,douglas fir
472273.9694,5864322.355,needleleaf,douglas fir,douglas fir
473857.8033,5861025.153,needleleaf,douglas fir,douglas fir
413746.0261,5833420.988,needleleaf,douglas fir,douglas fir
402904.5965,5925607.936,needleleaf,douglas fir,douglas fir
481917.6103,5918498.987,needleleaf,douglas fir,douglas fir
512938.0621,5932853.755,needleleaf,douglas fir,douglas fir
426938.7315,5865867.967,needleleaf,douglas fir,douglas fir
442070.0596,5912850.437,needleleaf,douglas fir,douglas fir
424083.0518,5866524.869,needleleaf,douglas fir,douglas fir
490514.4312,5862696.986,needleleaf,douglas fir,douglas fir
463243.7474,5878300.327,needleleaf,douglas fir,douglas fir
481913.812,5918615.464,needleleaf,douglas fir,douglas fir
457803.9392,5868061.419,needleleaf,douglas fir,douglas fir
400158.5181,5932360.585,needleleaf,douglas fir,douglas fir
465382.0997,5844735.98,needleleaf,douglas fir,douglas fir
481054.4073,5918315.424,needleleaf,douglas fir,douglas fir
467930.9031,5874559.688,needleleaf,douglas fir,douglas fir
430292.2253,5843179.906,needleleaf,douglas fir,douglas fir
396321.4867,5931082.113,needleleaf,douglas fir,douglas fir
501215.9652,5927858.164,needleleaf,douglas fir,douglas fir
415857.0584,5827879.11,needleleaf,douglas fir,douglas fir
425171.4974,5868707.648,needleleaf,douglas fir,douglas fir
441485.8483,5861732.233,needleleaf,douglas fir,douglas fir
426264.5392,5865935.302,needleleaf,douglas fir,douglas fir
478077.4304,5855454.834,needleleaf,douglas fir,douglas fir
507333.8973,5902420.007,needleleaf,douglas fir,douglas fir
427653.0602,5861151.034,needleleaf,douglas fir,douglas fir
396268.8281,5806143.007,needleleaf,douglas fir,douglas fir
417276.2593,5819540.204,needleleaf,douglas fir,douglas fir
423960.2325,5845639.784,needleleaf,douglas fir,douglas fir
442983.831,5862747.38,needleleaf,douglas fir,douglas fir
412476.3028,5829674.434,needleleaf,douglas fir,douglas fir
514075.7835,5926722.445,needleleaf,douglas fir,douglas fir
424377.5098,5869334.69,needleleaf,douglas fir,douglas fir
510107.4164,5903257.505,needleleaf,douglas fir,douglas fir
484427.3408,5939248.716,needleleaf,douglas fir,douglas fir
396629.8125,5806098.834,needleleaf,douglas fir,douglas fir
428924.612,5861127.81,needleleaf,douglas fir,douglas fir
405676.5576,5925158.421,needleleaf,douglas fir,douglas fir
473950.2679,5865296.274,needleleaf,douglas fir,douglas fir
458525.0364,5874801.166,needleleaf,douglas fir,douglas fir
406340.5574,5939522.356,needleleaf,douglas fir,douglas fir
510879.4906,5894173.461,needleleaf,douglas fir,douglas fir
457692.8467,5868158.216,needleleaf,douglas fir,douglas fir
426520.3686,5863754.193,needleleaf,douglas fir,douglas fir
460331.1664,5882718.345,needleleaf,douglas fir,douglas fir
486903.422,5859506.735,needleleaf,douglas fir,douglas fir
395856.5323,5806100.246,needleleaf,douglas fir,douglas fir
451066.8617,5876867.041,needleleaf,douglas fir,douglas fir
427600.032,5917848.361,needleleaf,douglas fir,douglas fir
434300.6219,5859071.929,needleleaf,douglas fir,douglas fir
457897.3185,5867811.339,needleleaf,douglas fir,douglas fir
427115.9161,5865434.359,needleleaf,douglas fir,douglas fir
412751.1229,5832363.182,needleleaf,douglas fir,douglas fir
425684.2859,5863090.434,needleleaf,douglas fir,douglas fir
516045.8641,5920926.112,needleleaf,douglas fir,douglas fir
445548.392,5859847.686,needleleaf,douglas fir,douglas fir
406413.5039,5925115.993,needleleaf,douglas fir,douglas fir
464492.8298,5871817.057,needleleaf,douglas fir,douglas fir
426172.8391,5865905.421,needleleaf,douglas fir,douglas fir
415127.8214,5824568.71,needleleaf,douglas fir,douglas fir
379436.5542,5812216.733,needleleaf,douglas fir,douglas fir
489218.7423,5863409.358,needleleaf,douglas fir,douglas fir
406331.8748,5925404.083,needleleaf,douglas fir,douglas fir
422231.7231,5812583.375,needleleaf,douglas fir,douglas fir
400153.9298,5932320.084,needleleaf,douglas fir,douglas fir
429528.9392,5861242.971,needleleaf,douglas fir,douglas fir
454562.9013,5883007.63,needleleaf,douglas fir,douglas fir
436156.5937,5813240.96,needleleaf,douglas fir,douglas fir
425715.9153,5930423.627,needleleaf,douglas fir,douglas fir
450767.7183,5875553.667,needleleaf,douglas fir,douglas fir
400979.7483,5930873.239,needleleaf,douglas fir,douglas fir
472933.9679,5864413.879,needleleaf,douglas fir,douglas fir
465385.6339,5844940.411,needleleaf,douglas fir,douglas fir
428098.1873,5917613.733,needleleaf,douglas fir,douglas fir
452010.7788,5873613.315,needleleaf,douglas fir,douglas fir
414319.1045,5822309.079,needleleaf,douglas fir,douglas fir
431067.8946,5863809.083,needleleaf,douglas fir,douglas fir
424003.0869,5845640.389,needleleaf,douglas fir,douglas fir
421649.6769,5889947.149,needleleaf,douglas fir,douglas fir
427350.1791,5916655.135,needleleaf,douglas fir,douglas fir
476541.9241,5949884.725,needleleaf,douglas fir,douglas fir
437182.7991,5802387.522,needleleaf,douglas fir,douglas fir
422637.8916,5889119.251,needleleaf,douglas fir,douglas fir
389262.3514,5806246.998,needleleaf,douglas fir,douglas fir
482696.8854,5863180.359,needleleaf,douglas fir,douglas fir
459331.5609,5875318.104,needleleaf,douglas fir,douglas fir
509699.8254,5903007.885,needleleaf,douglas fir,douglas fir
437449.8133,5802388.014,needleleaf,douglas fir,douglas fir
501032.5379,5928186.418,needleleaf,douglas fir,douglas fir
513698.0999,5906693.972,needleleaf,douglas fir,douglas fir
402874.5521,5925539.362,needleleaf,douglas fir,douglas fir
441962.5919,5915853.413,needleleaf,douglas fir,douglas fir
425050.6926,5863025.976,needleleaf,douglas fir,douglas fir
403728.4743,5925958.589,needleleaf,douglas fir,douglas fir
494191.8564,5933957.411,needleleaf,douglas fir,douglas fir
440208.0624,5911357.957,needleleaf,douglas fir,douglas fir
482241.2125,5918466.628,needleleaf,douglas fir,douglas fir
420832.3514,5818900.248,needleleaf,douglas fir,douglas fir
445553.0124,5875850.591,needleleaf,douglas fir,douglas fir
419940.4148,5819903.576,needleleaf,douglas fir,douglas fir
507383.5282,5901741.831,needleleaf,douglas fir,douglas fir
463153.868,5872408.223,needleleaf,douglas fir,douglas fir
423444.1181,5864541.913,needleleaf,douglas fir,douglas fir
440162.3132,5911656.711,needleleaf,douglas fir,douglas fir
451987.1015,5873667.239,needleleaf,douglas fir,douglas fir
414226.4064,5842967.276,needleleaf,douglas fir,douglas fir
427262.5139,5867515.114,needleleaf,douglas fir,douglas fir
426303.1122,5865715.074,needleleaf,douglas fir,douglas fir
398267.0973,5818861.785,needleleaf,douglas fir,douglas fir
412662.7148,5830135.742,needleleaf,douglas fir,douglas fir
429394.4222,5861673.039,needleleaf,douglas fir,douglas fir
447728.2958,5857589.098,needleleaf,douglas fir,douglas fir
414545.925,5842967.876,needleleaf,douglas fir,douglas fir
397673.5363,5819320.357,needleleaf,douglas fir,douglas fir
428877.5463,5861224.525,needleleaf,douglas fir,douglas fir
507249.6388,5902456.291,needleleaf,douglas fir,douglas fir
412961.5562,5830664.969,needleleaf,douglas fir,douglas fir
429071.2796,5861188.934,needleleaf,douglas fir,douglas fir
474677.2874,5864047.178,needleleaf,douglas fir,douglas fir
424329.664,5863359.744,needleleaf,douglas fir,douglas fir
485428.3685,5860292.292,needleleaf,douglas fir,douglas fir
477554.3578,5899817.1,needleleaf,douglas fir,douglas fir
424906.301,5869823.68,needleleaf,douglas fir,douglas fir
391718.1586,5802706.644,needleleaf,douglas fir,douglas fir
396452.5074,5805967.371,needleleaf,douglas fir,douglas fir
468497.2804,5874833.437,needleleaf,douglas fir,douglas fir
454294.4065,5860115.849,needleleaf,douglas fir,douglas fir
424674.5193,5863520.33,needleleaf,douglas fir,douglas fir
451454.1534,5874298.266,needleleaf,douglas fir,douglas fir
391066.4982,5803239.605,needleleaf,douglas fir,douglas fir
426835.4582,5865819.183,needleleaf,douglas fir,douglas fir
415166.7767,5822500.48,needleleaf,douglas fir,douglas fir
376921.179,5813227.473,needleleaf,douglas fir,douglas fir
428614.8475,5860449.337,needleleaf,douglas fir,douglas fir
461406.9503,5885228.961,needleleaf,douglas fir,douglas fir
412804.8271,5832321.693,needleleaf,douglas fir,douglas fir
426122.7808,5916872.883,needleleaf,douglas fir,douglas fir
421999.7477,5889885.91,needleleaf,douglas fir,douglas fir
395825.8181,5806063.607,needleleaf,douglas fir,douglas fir
435600.3053,5860762.099,needleleaf,douglas fir,douglas fir
429231.7954,5860984.941,needleleaf,douglas fir,douglas fir
450726.0472,5874764.521,needleleaf,douglas fir,douglas fir
514500.0901,5892778.393,needleleaf,douglas fir,douglas fir
442091.2495,5861526.734,needleleaf,douglas fir,douglas fir
423589.6427,5861985.409,needleleaf,douglas fir,douglas fir
452401.2193,5874397.094,needleleaf,douglas fir,douglas fir
515753.6808,5889839.422,needleleaf,douglas fir,douglas fir
421204.5846,5844450.239,needleleaf,douglas fir,douglas fir
390713.9016,5815980.015,needleleaf,douglas fir,douglas fir
424939.0766,5869744.827,needleleaf,douglas fir,douglas fir
464883.4747,5844603.14,needleleaf,douglas fir,douglas fir
453120.7684,5874416.672,needleleaf,douglas fir,douglas fir
440034.6729,5886744.384,needleleaf,douglas fir,douglas fir
420673.6221,5918755.218,needleleaf,douglas fir,douglas fir
392440.5696,5801606.664,needleleaf,douglas fir,douglas fir
424337.2268,5863748.688,needleleaf,douglas fir,douglas fir
508140.4167,5902752.871,needleleaf,douglas fir,douglas fir
481422.5711,5901585.776,needleleaf,douglas fir,douglas fir
422069.6814,5889963.934,needleleaf,douglas fir,douglas fir
510039.9978,5904004.652,needleleaf,douglas fir,douglas fir
426142.8178,5863928.389,needleleaf,douglas fir,douglas fir
424304.124,5862615.576,needleleaf,douglas fir,douglas fir
420608.0768,5918706.648,needleleaf,douglas fir,douglas fir
400597.2651,5819359.67,needleleaf,douglas fir,douglas fir
451311.516,5877315.483,needleleaf,douglas fir,douglas fir
485489.6632,5860227.334,needleleaf,douglas fir,douglas fir
442141.7992,5862554.074,needleleaf,douglas fir,douglas fir
510089.512,5903836.565,needleleaf,douglas fir,douglas fir
424356.2979,5862718.391,needleleaf,douglas fir,douglas fir
396464.3538,5806133.359,needleleaf,douglas fir,douglas fir
409211.9867,5906566.361,needleleaf,douglas fir,douglas fir
514797.625,5897072.306,needleleaf,douglas fir,douglas fir
513537.4396,5907726.999,needleleaf,douglas fir,douglas fir
468008.6979,5838055.529,needleleaf,douglas fir,douglas fir
428543.7903,5860431.408,needleleaf,douglas fir,douglas fir
509133.6686,5903324.049,needleleaf,douglas fir,douglas fir
465234.3336,5844879.61,needleleaf,douglas fir,douglas fir
440681.9103,5911567.529,needleleaf,douglas fir,douglas fir
410479.92,5832629.249,needleleaf,douglas fir,douglas fir
442498.7028,5861789.328,needleleaf,douglas fir,douglas fir
425188.9878,5930823.998,needleleaf,douglas fir,douglas fir
407364.8132,5907104.055,needleleaf,douglas fir,douglas fir
379332.0556,5812302.361,needleleaf,douglas fir,douglas fir
430450.6985,5862279.335,needleleaf,douglas fir,douglas fir
427434.9089,5916681.436,needleleaf,douglas fir,douglas fir
482220.3467,5918453.918,needleleaf,douglas fir,douglas fir
473159.3863,5863033.873,needleleaf,douglas fir,douglas fir
460044.2211,5872661.852,needleleaf,douglas fir,douglas fir
442206.6108,5865401.391,needleleaf,douglas fir,douglas fir
403201.1111,5811276.295,needleleaf,douglas fir,douglas fir
424079.0803,5929848.338,needleleaf,douglas fir,douglas fir
421682.7253,5890378.585,needleleaf,douglas fir,douglas fir
450558.0377,5874819.827,needleleaf,douglas fir,douglas fir
424146.2529,5870429.994,needleleaf,douglas fir,douglas fir
508175.7982,5902607.873,needleleaf,douglas fir,douglas fir
450758.8203,5875606.348,needleleaf,douglas fir,douglas fir
415091.273,5822495.414,needleleaf,douglas fir,douglas fir
423532.0302,5865144.583,needleleaf,douglas fir,douglas fir
424503.7046,5869346.17,needleleaf,douglas fir,douglas fir
450059.3896,5873005.373,needleleaf,douglas fir,douglas fir
450744.9206,5876431.785,needleleaf,douglas fir,douglas fir
396373.5464,5930996.905,needleleaf,douglas fir,douglas fir
416953.136,5819870.342,needleleaf,douglas fir,douglas fir
436180.2813,5860548.794,needleleaf,douglas fir,douglas fir
473915.8028,5865303.088,needleleaf,douglas fir,douglas fir
400621.9925,5819356.328,needleleaf,douglas fir,douglas fir
429309.6408,5860932.811,needleleaf,douglas fir,douglas fir
478167.6782,5900709.991,needleleaf,douglas fir,douglas fir
444039.9195,5862757.303,needleleaf,douglas fir,douglas fir
442242.538,5877003.821,needleleaf,douglas fir,douglas fir
429229.1067,5865790.646,needleleaf,douglas fir,douglas fir
422368.7432,5890317.997,needleleaf,douglas fir,douglas fir
490239.6073,5861503.512,needleleaf,douglas fir,douglas fir
467420.4032,5831003.742,needleleaf,douglas fir,douglas fir
448441.0671,5857302.899,needleleaf,douglas fir,douglas fir
465705.3223,5863816.763,needleleaf,douglas fir,douglas fir
429031.4529,5860985.129,needleleaf,douglas fir,douglas fir
428740.8148,5861494.109,needleleaf,douglas fir,douglas fir
514214.1455,5926681.248,needleleaf,douglas fir,douglas fir
400286.2184,5817951.843,needleleaf,douglas fir,douglas fir
482618.2163,5863206.847,needleleaf,douglas fir,douglas fir
421751.5739,5890224.981,needleleaf,douglas fir,douglas fir
413238.3022,5928107.865,needleleaf,douglas fir,douglas fir
429089.9321,5861760.696,needleleaf,douglas fir,douglas fir
426197.1211,5865768.25,needleleaf,douglas fir,douglas fir
481390.5824,5901609.592,needleleaf,douglas fir,douglas fir
440051.4185,5911015.368,needleleaf,douglas fir,douglas fir
490244.3652,5863639.274,needleleaf,douglas fir,douglas fir
427288.2742,5865920.804,needleleaf,douglas fir,douglas fir
472809.5092,5864365.119,needleleaf,douglas fir,douglas fir
515863.8453,5904297.748,needleleaf,douglas fir,douglas fir
420880.2847,5819149.289,needleleaf,douglas fir,douglas fir
486103.7409,5937252.17,needleleaf,douglas fir,douglas fir
429242.4337,5866312.402,needleleaf,douglas fir,douglas fir
510180.9794,5903000.976,needleleaf,douglas fir,douglas fir
486555.2029,5859887.157,needleleaf,douglas fir,douglas fir
427558.9165,5917862.868,needleleaf,douglas fir,douglas fir
514529.619,5892766.624,needleleaf,douglas fir,douglas fir
514264.9093,5896894.749,needleleaf,douglas fir,douglas fir
427663.2824,5861118.518,needleleaf,douglas fir,douglas fir
477781.4715,5896389.552,needleleaf,douglas fir,douglas fir
429259.6709,5861661.917,needleleaf,douglas fir,douglas fir
478234.0252,5855942.99,needleleaf,douglas fir,douglas fir
413774.7826,5842638.621,needleleaf,douglas fir,douglas fir
400960.6993,5930858.796,needleleaf,douglas fir,douglas fir
403405.4424,5812696.544,needleleaf,douglas fir,douglas fir
465555.8051,5863663.82,needleleaf,douglas fir,douglas fir
414530.6023,5936185.28,needleleaf,douglas fir,douglas fir
421384.542,5817163.54,needleleaf,douglas fir,douglas fir
440628.9315,5911626.989,needleleaf,douglas fir,douglas fir
474689.9728,5864071.339,needleleaf,douglas fir,douglas fir
452508.2763,5876658.348,needleleaf,douglas fir,douglas fir
447990.7551,5857422.295,needleleaf,douglas fir,douglas fir
457655.9094,5868180.588,needleleaf,douglas fir,douglas fir
407318.7143,5925617.579,needleleaf,douglas fir,douglas fir
426103.4041,5865786.78,needleleaf,douglas fir,douglas fir
414338.6534,5842818.947,needleleaf,douglas fir,douglas fir
445489.1813,5859872.872,needleleaf,douglas fir,douglas fir
380950.7021,5812375.532,needleleaf,douglas fir,douglas fir
428466.9271,5860875.677,needleleaf,douglas fir,douglas fir
434397.5672,5859107.585,needleleaf,douglas fir,douglas fir
387232.7724,5818354.362,needleleaf,douglas fir,douglas fir
429110.5594,5860910.991,needleleaf,douglas fir,douglas fir
447676.9081,5857599.993,needleleaf,douglas fir,douglas fir
442425.7121,5863692.351,needleleaf,douglas fir,douglas fir
427148.3688,5933219.597,needleleaf,douglas fir,douglas fir
403772.871,5925556.803,needleleaf,douglas fir,douglas fir
479328.8302,5855606.018,needleleaf,douglas fir,douglas fir
460433.1373,5872796.065,needleleaf,douglas fir,douglas fir
464350.6055,5879600.889,needleleaf,douglas fir,douglas fir
427614.7508,5866184.61,needleleaf,douglas fir,douglas fir
414123.2915,5842856.674,needleleaf,douglas fir,douglas fir
376646.1747,5813153.074,needleleaf,douglas fir,douglas fir
474007.5645,5866551.448,needleleaf,douglas fir,douglas fir
441921.6709,5875911.888,needleleaf,douglas fir,douglas fir
381330.2038,5812650.322,needleleaf,douglas fir,douglas fir
420671.3081,5919052.372,needleleaf,douglas fir,douglas fir
475873.159,5904096.274,needleleaf,douglas fir,douglas fir
453713.6769,5859386.227,needleleaf,douglas fir,douglas fir
423197.507,5864995.961,needleleaf,douglas fir,douglas fir
403773.6899,5925532.416,needleleaf,douglas fir,douglas fir
429003.6355,5861117.874,needleleaf,douglas fir,douglas fir
423945.4724,5866359.122,needleleaf,douglas fir,douglas fir
509124.0786,5903357.559,needleleaf,douglas fir,douglas fir
489816.8581,5863925.531,needleleaf,douglas fir,douglas fir
489838.2667,5862970.757,needleleaf,douglas fir,douglas fir
390280.085,5816279.7,needleleaf,douglas fir,douglas fir
407603.6247,5906988.767,needleleaf,douglas fir,douglas fir
395459.9492,5819367.065,needleleaf,douglas fir,douglas fir
435102.1596,5860237.55,needleleaf,douglas fir,douglas fir
424098.7907,5866643.89,needleleaf,douglas fir,douglas fir
461292.058,5885799.191,needleleaf,douglas fir,douglas fir
499192.2651,5928413.915,needleleaf,douglas fir,douglas fir
423062.3053,5864535.856,needleleaf,douglas fir,douglas fir
388871.2378,5817408.057,needleleaf,douglas fir,douglas fir
415621.0055,5824695.575,needleleaf,douglas fir,douglas fir
450136.848,5875577.151,needleleaf,douglas fir,douglas fir
444881.8246,5862651.165,needleleaf,douglas fir,douglas fir
422029.7775,5889973.203,needleleaf,douglas fir,douglas fir
412706.9358,5830073.307,needleleaf,douglas fir,douglas fir
463751.1904,5831748.936,needleleaf,douglas fir,douglas fir
421446.935,5817057.279,needleleaf,douglas fir,douglas fir
428733.265,5861524.868,needleleaf,douglas fir,douglas fir
476520.8611,5868025.882,needleleaf,douglas fir,douglas fir
388642.8661,5817094.2,needleleaf,douglas fir,douglas fir
514159.3017,5897194.437,needleleaf,douglas fir,douglas fir
426891.2361,5865898.206,needleleaf,douglas fir,douglas fir
412730.2208,5829785.556,needleleaf,douglas fir,douglas fir
514411.2732,5929714.846,needleleaf,douglas fir,douglas fir
404430.0979,5925692.118,needleleaf,douglas fir,douglas fir
396561.4209,5931017.622,needleleaf,douglas fir,douglas fir
396350.0218,5806070.111,needleleaf,douglas fir,douglas fir
448211.4039,5857856.689,needleleaf,douglas fir,douglas fir
421393.3829,5865010.956,needleleaf,douglas fir,douglas fir
426137.2151,5916793.484,needleleaf,douglas fir,douglas fir
464540.2263,5871834.941,needleleaf,douglas fir,douglas fir
413149.371,5830690.478,needleleaf,douglas fir,douglas fir
514006.3893,5896861.262,needleleaf,douglas fir,douglas fir
476418.4292,5867752.374,needleleaf,douglas fir,douglas fir
508079.9465,5902063.72,needleleaf,douglas fir,douglas fir
425198.0465,5930851.755,needleleaf,douglas fir,douglas fir
465235.5642,5844811.595,needleleaf,douglas fir,douglas fir
393458.3667,5817358.243,needleleaf,douglas fir,douglas fir
427209.8127,5865462.767,needleleaf,douglas fir,douglas fir
473968.0624,5864065.368,needleleaf,douglas fir,douglas fir
377192.3664,5813419.593,needleleaf,douglas fir,douglas fir
490606.4895,5862681.333,needleleaf,douglas fir,douglas fir
403764.2,5925100.842,needleleaf,douglas fir,douglas fir
408263.9172,5907624.432,needleleaf,douglas fir,douglas fir
425566.2313,5930506.152,needleleaf,douglas fir,douglas fir
477370.1824,5901446.213,needleleaf,douglas fir,douglas fir
489846.6672,5863869.1,needleleaf,douglas fir,douglas fir
415518.1119,5822237.918,needleleaf,douglas fir,douglas fir
489746.7962,5862278.429,needleleaf,douglas fir,douglas fir
435264.5462,5859859.555,needleleaf,douglas fir,douglas fir
415412.3863,5823748.249,needleleaf,douglas fir,douglas fir
466655.2913,5880794.9,needleleaf,douglas fir,douglas fir
510924.8656,5894245.589,needleleaf,douglas fir,douglas fir
422556.6343,5889490.329,needleleaf,douglas fir,douglas fir
414157.8309,5842618.716,needleleaf,douglas fir,douglas fir
477520.8125,5899744.031,needleleaf,douglas fir,douglas fir
443571.5196,5862358.214,needleleaf,douglas fir,douglas fir
417623.6989,5819503.08,needleleaf,douglas fir,douglas fir
450685.3571,5874796.63,needleleaf,douglas fir,douglas fir
509123.6147,5903385.514,needleleaf,douglas fir,douglas fir
442150.0717,5865402.56,needleleaf,douglas fir,douglas fir
438949.9898,5823280.813,needleleaf,douglas fir,douglas fir
404123.0994,5925611.509,needleleaf,douglas fir,douglas fir
402788.8169,5925450.438,needleleaf,douglas fir,douglas fir
417820.7378,5819647.411,needleleaf,douglas fir,douglas fir
428245.3544,5862863.513,needleleaf,douglas fir,douglas fir
499115.4697,5929211.499,needleleaf,douglas fir,douglas fir
482498.3136,5865321.845,needleleaf,douglas fir,douglas fir
495557.5005,5936311.539,needleleaf,douglas fir,douglas fir
424077.4595,5845622.276,needleleaf,douglas fir,douglas fir
514273.6449,5896857.819,needleleaf,douglas fir,douglas fir
379470.7904,5812397.734,needleleaf,douglas fir,douglas fir
429011.9574,5861229.27,needleleaf,douglas fir,douglas fir
435357.0356,5860565.039,needleleaf,douglas fir,douglas fir
428969.2932,5861597.753,needleleaf,douglas fir,douglas fir
481310.0485,5901650.207,needleleaf,douglas fir,douglas fir
442164.7899,5865357.051,needleleaf,douglas fir,douglas fir
451811.6935,5876595.539,needleleaf,douglas fir,douglas fir
441300.4617,5863256.466,needleleaf,douglas fir,douglas fir
376861.3291,5813184.031,needleleaf,douglas fir,douglas fir
450147.1728,5875608.938,needleleaf,douglas fir,douglas fir
489818.391,5862980.149,needleleaf,douglas fir,douglas fir
448090.0064,5857776.218,needleleaf,douglas fir,douglas fir
413319.5926,5832251.105,needleleaf,douglas fir,douglas fir
420331.5426,5819670.847,needleleaf,douglas fir,douglas fir
448303.2049,5857668.693,needleleaf,douglas fir,douglas fir
424353.392,5870319.974,needleleaf,douglas fir,douglas fir
423868.5643,5845478.908,needleleaf,douglas fir,douglas fir
409517.8996,5906639.502,needleleaf,douglas fir,douglas fir
425701.6434,5930818.588,needleleaf,douglas fir,douglas fir
463386.3066,5878474.783,needleleaf,douglas fir,douglas fir
501758.2847,5928695.478,needleleaf,douglas fir,douglas fir
426301.8585,5864011.199,needleleaf,douglas fir,douglas fir
407369.527,5925734.067,needleleaf,douglas fir,douglas fir
430529.5851,5862274.522,needleleaf,douglas fir,douglas fir
406350.2106,5925364.329,needleleaf,douglas fir,douglas fir
391826.512,5802791.465,needleleaf,douglas fir,douglas fir
460191.0262,5885040.399,needleleaf,douglas fir,douglas fir
509165.5278,5902336.383,needleleaf,douglas fir,douglas fir
390944.2486,5803250.794,needleleaf,douglas fir,douglas fir
460134.836,5885086.792,needleleaf,douglas fir,douglas fir
452840.0752,5875690.875,needleleaf,douglas fir,douglas fir
427032.3451,5863732.779,needleleaf,douglas fir,douglas fir
515030.1906,5904181.092,needleleaf,douglas fir,douglas fir
412583.5035,5829848.997,needleleaf,douglas fir,douglas fir
514915.97,5890331.833,needleleaf,douglas fir,douglas fir
